;angiodysplasia;erosion;stenosis;lymphangiectasia;lymph follicle;SMT;polyp-like;bleeding;diverticulum;erythema;foreign body;vein
3328;-1;13794;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3329;-1;13795;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3330;-1;13797;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3331;-1;13798;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3332;-1;13799;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3333;-1;13800;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3334;-1;13801;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3335;-1;13802;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3336;-1;13849;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3337;-1;13850;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3338;-1;13851;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3339;-1;13858;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3340;-1;13914;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3341;-1;13915;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3342;-1;13916;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3343;-1;13917;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3344;-1;13918;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3345;-1;13919;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3346;-1;13920;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3347;-1;13921;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3348;-1;13922;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3349;-1;13949;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3350;-1;13963;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3351;-1;13967;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3352;-1;13969;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3353;-1;13974;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3354;-1;13975;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3355;-1;13976;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3356;-1;13977;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3357;-1;13978;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3358;-1;13979;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3359;-1;13980;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3360;-1;13981;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3361;-1;13982;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3362;-1;13983;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3363;-1;13984;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3364;-1;13985;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3365;-1;13986;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3366;-1;13987;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3367;-1;13988;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3368;-1;13989;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3369;-1;13990;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3370;-1;13991;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3371;-1;13992;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3372;-1;13993;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3373;-1;13994;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3374;-1;13995;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3375;-1;13996;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3376;-1;13997;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3377;-1;13998;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3378;-1;13999;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3379;-1;14000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3380;-1;14001;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3381;-1;14002;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3382;-1;14003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3383;-1;14004;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3384;-1;14005;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3385;-1;14007;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3386;-1;14008;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3387;-1;14009;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3388;-1;14010;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3389;-1;14011;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3390;-1;14012;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3391;-1;14013;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3392;-1;14014;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3393;-1;14015;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3394;-1;14016;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3395;-1;14017;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3396;-1;14018;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3397;-1;14019;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3398;-1;14020;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3399;-1;14021;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3400;-1;14022;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3401;-1;14023;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3402;-1;14024;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3403;-1;14026;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3404;-1;14027;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3405;-1;14028;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3406;-1;14029;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3407;-1;14030;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3408;-1;14031;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3409;-1;14032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3410;-1;14033;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3411;-1;14034;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3412;-1;14035;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3413;-1;14036;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3414;-1;14037;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3415;-1;14038;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3416;-1;14039;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3417;-1;14041;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3418;-1;14042;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3419;-1;14043;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3420;-1;14044;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3421;-1;14045;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3422;-1;14046;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3423;-1;14047;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3424;-1;14048;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3425;-1;14049;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3426;-1;14050;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3427;-1;14051;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3428;-1;14096;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3429;-1;14098;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3430;-1;14100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3431;-1;14101;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3432;-1;14102;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3433;-1;14104;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3434;-1;14105;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3435;-1;14106;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3436;-1;14107;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3437;-1;14108;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3438;-1;14109;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3439;-1;14110;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3440;-1;14111;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3441;-1;14112;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3442;-1;14116;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3443;-1;14130;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3444;-1;14131;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3445;-1;14132;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3446;-1;14133;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3447;-1;14156;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3448;-1;14966;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3449;-1;14968;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3450;-1;14969;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3451;-1;14970;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3452;-1;14971;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3453;-1;14972;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3454;-1;14973;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3455;-1;14974;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3456;-1;14975;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3457;-1;14976;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3458;-1;14977;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3459;-1;14978;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3460;-1;14979;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3461;-1;14980;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3462;-1;14981;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3463;-1;14982;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3464;-1;14983;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3465;-1;14984;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3466;-1;14985;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3467;-1;14986;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3468;-1;14987;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3469;-1;14988;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3470;-1;14989;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3471;-1;14990;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3472;-1;14991;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3473;-1;14992;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3474;-1;14993;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3475;-1;14994;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3476;-1;14995;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3477;-1;14996;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3478;-1;14997;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3479;-1;14998;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3480;-1;14999;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3481;-1;15000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3482;-1;15001;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3483;-1;15002;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3484;-1;15003;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3485;-1;15004;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3486;-1;15005;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3487;-1;15006;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3488;-1;15007;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3489;-1;15008;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3490;-1;15009;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3491;-1;15010;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3492;-1;15011;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3493;-1;15012;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3494;-1;15013;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3495;-1;15014;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3496;-1;15015;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3497;-1;15016;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3498;-1;15017;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3499;-1;15018;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3500;-1;15019;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3501;-1;15020;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3502;-1;15021;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3503;-1;15022;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3504;-1;15023;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3505;-1;15024;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3506;-1;15025;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3507;-1;15026;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3508;-1;15028;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3509;-1;15029;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3510;-1;15030;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3511;-1;15032;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3512;-1;15033;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3513;-1;15034;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3514;-1;15035;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3515;-1;15036;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3516;-1;15037;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3517;-1;15038;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3518;-1;15039;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3519;-1;15040;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3520;-1;15041;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3521;-1;15042;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3522;-1;15043;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3523;-1;15044;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3524;-1;15045;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3525;-1;15046;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3526;-1;15049;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3527;-1;15050;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3528;-1;15051;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3529;-1;15059;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3530;-1;15060;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3531;-1;15061;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3532;-1;15062;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3533;-1;15063;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3534;-1;15064;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3535;-1;15065;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3536;-1;15070;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3537;-1;15071;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3538;-1;15072;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3539;-1;15073;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3540;-1;15076;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3541;-1;15080;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3542;-1;15081;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3543;-1;15085;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3544;-1;15127;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3545;-1;15128;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3546;-1;15129;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3547;-1;15130;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3548;-1;15131;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3549;-1;15132;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3550;-1;15133;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3551;-1;15134;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3552;-1;15136;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3553;-1;15137;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3554;-1;15138;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3555;-1;15139;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3556;-1;15140;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3557;-1;15141;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3558;-1;15142;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3559;-1;15143;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3560;-1;15144;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3561;-1;15145;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3562;-1;15146;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3563;-1;15147;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3564;-1;15148;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3565;-1;15155;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3566;-1;15156;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3567;-1;15157;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3568;-1;15158;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3569;-1;15159;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3570;-1;15160;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3571;-1;15161;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3572;-1;15162;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3573;-1;15163;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3574;-1;15164;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3575;-1;15165;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3576;-1;15166;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3577;-1;15167;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3578;-1;15169;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3579;-1;15170;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3580;-1;15171;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3581;-1;15172;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3582;-1;15173;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3583;-1;15174;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3584;-1;15175;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3585;-1;15176;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3586;-1;15177;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3587;-1;15178;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3588;-1;15179;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3589;-1;15180;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3590;-1;15181;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3591;-1;15182;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3592;-1;15183;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3593;-1;15184;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3594;-1;15185;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3595;-1;15186;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3596;-1;15187;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3597;-1;15188;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3598;-1;15189;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3599;-1;15208;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3600;-1;15209;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3601;-1;15211;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3602;-1;15212;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3603;-1;15213;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3604;-1;15214;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3605;-1;15215;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3606;-1;15216;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3607;-1;15217;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3608;-1;15218;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3609;-1;15219;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3610;-1;15220;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3611;-1;15221;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3612;-1;15222;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3613;-1;15223;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3614;-1;15224;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3615;-1;15225;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3616;-1;15226;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3617;-1;15227;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3618;-1;15229;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3619;-1;15230;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3620;-1;15231;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3621;-1;15232;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3622;-1;15233;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3623;-1;15234;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3624;-1;15235;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3625;-1;15236;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3626;-1;15237;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3627;-1;15239;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3628;-1;15240;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3629;-1;15243;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3630;-1;15271;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3631;-1;15272;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3632;-1;15273;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3633;-1;15281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3634;-1;15290;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3635;-1;15291;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3636;-1;15292;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3637;-1;15293;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3638;-1;15294;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3639;-1;15297;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3640;-1;15298;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3641;-1;15299;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3642;-1;15300;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3643;-1;15305;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3644;-1;15332;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3645;-1;15333;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3646;-1;15335;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3647;-1;15336;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3648;-1;15337;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3649;-1;15338;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3650;-1;15339;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3651;-1;15340;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3652;-1;15348;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3653;-1;15349;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3654;-1;15355;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3655;-1;15356;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3656;-1;15357;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3657;-1;15358;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3658;-1;15359;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3659;-1;15360;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3660;-1;15361;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3661;-1;15362;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3662;-1;15363;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3663;-1;15364;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3664;-1;15365;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3665;-1;15366;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3666;-1;15367;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3667;-1;15368;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3668;-1;15369;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3669;-1;15370;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3670;-1;15371;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3671;-1;15372;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3672;-1;15373;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3673;-1;15374;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3674;-1;15375;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3675;-1;15376;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3676;-1;15377;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3677;-1;15378;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3678;-1;15379;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3679;-1;15380;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3680;-1;15381;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3681;-1;15382;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3682;-1;15383;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3683;-1;15384;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3684;-1;15385;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
